"ROADID","Dir","i","j","AUTO","SUT","MUT","SPEED","LENGTH","num_lanes","FCLASS","zone","County","waterf","noisef"
126101,-1,34054,34053,9967.514619,0.000000,1065.390618,55.838855,0.289448,2,3,180385,LAWRENCE,1,1
126103,1,38654,38658,1023.898922,0.000000,57.298758,47.999481,0.116901,1,5,180386,LAWRENCE,1,1
126103,-1,38658,38654,1354.434440,0.000000,55.127725,47.998605,0.116901,1,5,180386,LAWRENCE,1,1
126105,1,36287,36288,283.363596,0.000000,0.014901,42.999996,0.083325,1,5,180389,MARTIN,1,1
126105,-1,36288,36287,284.045223,0.000000,0.332865,42.999996,0.083325,1,5,180389,MARTIN,1,1
126107,1,36296,36273,473.832686,0.000000,23.184306,47.999977,0.415343,1,5,180388,MARTIN,1,1
126107,-1,36273,36296,396.549997,0.000000,44.969249,47.999982,0.415343,1,5,180388,MARTIN,1,1
126109,1,39741,39739,267.333048,0.000000,1.171034,43.000000,0.148293,1,5,180389,MARTIN,1,1
126109,-1,39739,39741,264.923353,0.000000,0.332865,43.000000,0.148293,1,5,180389,MARTIN,1,1
126111,1,28517,990372,4547.873341,0.000000,248.039446,47.801330,0.162273,1,5,180906,DUBOIS,1,1
126111,-1,990372,28517,4359.386815,0.000000,200.716317,47.843867,0.162273,1,5,180906,DUBOIS,1,1
126113,1,36045,35926,2945.459957,0.000000,806.885448,50.945864,0.124576,1,3,180390,MARTIN,1,1
126113,-1,35926,36045,3321.121032,0.000000,599.285278,50.951018,0.124576,1,3,180390,MARTIN,1,1
126115,1,39874,28442,249.968177,0.000000,0.411954,48.000000,0.381631,1,5,180391,LAWRENCE,1,1
126115,-1,28442,39874,310.994437,0.000000,0.388434,47.999997,0.381631,1,5,180391,LAWRENCE,1,1
126117,1,38669,38667,383.905149,0.000000,163.294041,47.999897,0.233922,1,5,180704,LAWRENCE,1,1
126117,-1,38667,38669,355.495925,0.000000,175.278059,47.999897,0.233922,1,5,180704,LAWRENCE,1,1
126119,1,41543,41548,483.339735,0.000000,172.587471,47.999814,0.316350,1,5,180647,LAWRENCE,1,1
126119,-1,41548,41543,505.359958,0.000000,168.519826,47.999803,0.316350,1,5,180647,LAWRENCE,1,1
126159,1,33333,33334,1650.735140,0.000000,703.461350,51.984380,0.118211,1,4,180913,PIKE,1,1
126159,-1,33334,33333,1968.823655,0.000000,919.615647,51.961816,0.118211,1,4,180913,PIKE,1,1
126161,1,33353,33354,2607.697710,0.000000,919.649228,47.848127,0.251414,1,5,180914,DUBOIS,1,1
126161,-1,33354,33353,1661.018839,0.000000,647.256987,47.969768,0.251414,1,5,180914,DUBOIS,1,1
126163,1,33331,33329,111.039253,0.000000,0.000000,47.999999,0.273339,1,5,181239,PIKE,1,1
126163,-1,33329,33331,144.815909,0.000000,0.000000,47.999999,0.273339,1,5,181239,PIKE,1,1
126165,1,28623,28624,756.504465,0.000000,29.416212,47.999867,0.213215,1,5,181240,PIKE,1,1
126165,-1,28624,28623,620.148734,0.000000,30.197588,47.999937,0.213215,1,5,181240,PIKE,1,1
126167,1,33183,33141,1320.402078,0.000000,631.890936,51.991866,0.803149,1,4,181239,PIKE,1,1
126167,-1,33141,33183,1074.508693,0.000000,64.440084,51.999714,0.803149,1,4,181239,PIKE,1,1
126329,1,32490,32487,169.992613,0.000000,0.007149,42.999999,0.038247,1,5,181242,SPENCER,1,1
126329,-1,32487,32490,141.701131,0.000000,0.007149,42.999999,0.038247,1,5,181242,SPENCER,1,1
126331,1,32303,32305,346.354689,0.000000,1.331650,38.999945,0.124260,1,7,181369,SPENCER,1,1
126331,-1,32305,32303,199.289474,0.000000,2.432846,38.999994,0.124260,1,7,181369,SPENCER,1,1
126333,1,32433,32420,1265.591094,0.000000,27.123410,47.999105,0.128073,1,5,181243,WARRICK,1,1
126333,-1,32420,32433,1404.382230,0.000000,33.226659,47.998614,0.128073,1,5,181243,WARRICK,1,1
126335,1,32462,32457,1468.704536,0.000000,17.065969,47.998515,0.233066,1,5,181244,WARRICK,1,1
126335,-1,32457,32462,1298.119000,0.000000,16.972389,47.999080,0.233066,1,5,181244,WARRICK,1,1
126337,1,30719,30708,1161.386042,0.000000,5.005230,48.999217,0.046211,1,5,181245,WARRICK,1,1
126337,-1,30708,30719,547.977220,0.000000,0.965243,48.999962,0.046211,1,5,181245,WARRICK,1,1
126339,1,30467,30473,3107.849580,0.000000,5.808453,43.964806,0.101003,1,5,181329,WARRICK,1,1
126339,-1,30473,30467,2363.486893,0.000000,2.636399,43.988307,0.101003,1,5,181329,WARRICK,1,1
126341,1,29582,31139,2849.070487,0.000000,87.046409,51.980384,0.274263,1,4,181340,WARRICK,1,1
126341,-1,31139,29582,2923.617980,0.000000,78.314274,51.978970,0.274263,1,4,181340,WARRICK,1,1
126343,1,30553,30561,2347.919397,0.000000,7.249340,38.420357,0.136881,1,6,181353,WARRICK,1,1
126343,-1,30561,30553,2502.558249,0.000000,9.653807,38.249757,0.136881,1,6,181353,WARRICK,1,1
126345,1,32460,32461,1847.113792,0.000000,114.331959,51.997436,0.461977,1,4,181247,WARRICK,1,1
126345,-1,32461,32460,1773.051412,0.000000,119.169174,51.997727,0.461977,1,4,181247,WARRICK,1,1
126347,1,31472,31438,532.042294,0.000000,2.186932,43.999970,0.043382,1,5,181341,WARRICK,1,1
126347,-1,31438,31472,678.244543,0.000000,0.408602,43.999923,0.043382,1,5,181341,WARRICK,1,1
126349,1,31464,31459,880.630125,0.000000,1.650036,38.988493,0.273733,1,6,181354,WARRICK,1,1
126349,-1,31459,31464,1053.177151,0.000000,3.101428,38.976228,0.273733,1,6,181354,WARRICK,1,1
126351,1,31460,31468,880.630125,0.000000,1.650036,38.988491,0.273650,1,6,181354,WARRICK,1,1
126351,-1,31468,31460,1053.177151,0.000000,3.101428,38.976225,0.273650,1,6,181354,WARRICK,1,1
126353,1,31453,31452,6529.428065,0.000000,385.069079,55.979710,0.054897,2,3,181153,WARRICK,1,1
126353,-1,31452,31453,6401.391585,0.000000,411.685964,55.980401,0.054897,2,3,181153,WARRICK,1,1
126355,1,32407,32408,2782.515391,0.000000,113.142377,51.980491,0.179678,1,4,181248,WARRICK,1,1
126355,-1,32408,32407,2451.935682,0.000000,118.253385,51.987438,0.179678,1,4,181248,WARRICK,1,1
126357,1,30522,30505,4286.217970,0.000000,15.112897,56.914165,0.088523,1,4,181254,WARRICK,1,1
126357,-1,30505,30522,4465.183220,0.000000,22.457810,56.897489,0.088523,1,4,181254,WARRICK,1,1
126359,1,32227,32228,169.992613,0.000000,0.007149,42.999999,0.072902,1,5,181366,SPENCER,1,1
126359,-1,32228,32227,141.701131,0.000000,0.007149,42.999999,0.072902,1,5,181366,SPENCER,1,1
126361,1,31451,31446,196.820728,0.000000,0.043756,42.999999,0.077650,1,5,181153,WARRICK,1,1
126361,-1,31446,31451,187.552477,0.000000,0.000000,42.999999,0.077650,1,5,181153,WARRICK,1,1
126363,1,32363,32362,8500.220008,0.000000,103.636120,38.965233,0.056179,2,3,181250,WARRICK,1,1
126363,-1,32362,32363,8557.214779,0.000000,122.393055,38.963589,0.056179,2,3,181250,WARRICK,1,1
126365,1,32367,32361,7301.140174,0.000000,145.557497,33.982278,0.016898,2,3,181251,WARRICK,1,1
126367,1,31193,31188,1843.111335,0.000000,34.135461,42.996490,0.075718,1,5,181252,WARRICK,1,1
126367,-1,31188,31193,1687.692650,0.000000,31.139230,42.997533,0.075718,1,5,181252,WARRICK,1,1
126379,1,29590,30468,4765.898771,0.000000,7.179364,38.828707,0.200456,1,5,181316,WARRICK,1,1
126379,-1,30468,29590,4846.809352,0.000000,10.075057,38.815834,0.200456,1,5,181316,WARRICK,1,1
126381,1,29610,29611,4171.607517,0.000000,4.929161,33.912455,0.093202,1,5,181314,WARRICK,1,1
126381,-1,29611,29610,6054.725838,0.000000,10.172042,33.613090,0.093202,1,5,181314,WARRICK,1,1
126383,1,30285,30286,4309.295479,0.000000,4.486039,33.900479,0.093202,1,5,181315,WARRICK,1,1
126383,-1,30286,30285,6200.187856,0.000000,10.279432,33.575117,0.093202,1,5,181315,WARRICK,1,1
126385,1,29613,30439,18063.458671,0.000000,460.096004,53.781738,0.184968,3,3,181316,WARRICK,1,1
126385,-1,30439,29613,15650.154678,0.000000,487.698953,53.870373,0.184968,3,3,181316,WARRICK,1,1
126391,1,30238,30209,5811.026086,0.000000,45.327277,4.550709,0.042863,2,4,181138,WARRICK,1,1
126391,-1,30209,30238,8286.458127,0.000000,81.540825,36.948372,0.042863,2,4,181138,WARRICK,1,1
126409,1,30307,30293,4736.038150,0.000000,12.637673,38.989402,0.031110,2,5,181317,WARRICK,1,1
126409,-1,30293,30307,4778.034219,0.000000,8.516052,38.989113,0.031110,2,5,181317,WARRICK,1,1
126419,1,30284,30213,4069.280266,0.000000,2.862798,43.897860,0.015794,1,5,181318,WARRICK,1,1
126419,-1,30213,30284,7765.903831,0.000000,12.827047,42.671048,0.015794,1,5,181318,WARRICK,1,1
126421,1,30280,30279,4007.603951,0.000000,3.812217,33.925567,0.066900,1,5,181319,WARRICK,1,1
126421,-1,30279,30280,4597.328495,0.000000,11.781317,33.869324,0.066900,1,5,181319,WARRICK,1,1
126423,1,30312,30311,4585.557056,0.000000,17.519510,38.990582,0.063051,2,5,181320,WARRICK,1,1
126423,-1,30311,30312,3496.460024,0.000000,9.297819,38.996852,0.063051,2,5,181320,WARRICK,1,1
126425,1,30532,30531,6644.622560,0.000000,385.112834,50.980348,0.093991,2,3,181144,WARRICK,1,1
126425,-1,30531,30532,6507.317830,0.000000,411.685964,50.981103,0.093991,2,3,181144,WARRICK,1,1
126427,1,30397,30361,7526.674619,0.000000,477.339519,53.953605,0.184789,2,3,181144,WARRICK,1,1
126427,-1,30361,30397,7185.450719,0.000000,519.818298,53.958523,0.184789,2,3,181144,WARRICK,1,1
126429,1,30527,30524,6570.681063,0.000000,477.147656,53.970929,0.357725,2,3,181144,WARRICK,1,1
126429,-1,30524,30527,6209.810400,0.000000,519.696985,53.974642,0.357725,2,3,181144,WARRICK,1,1
126431,1,30544,30542,4155.096263,0.000000,14.309524,43.886069,0.142148,1,5,181343,WARRICK,1,1
126431,-1,30542,30544,4205.891188,0.000000,23.886070,43.877860,0.142148,1,5,181343,WARRICK,1,1
126433,1,30547,30545,5089.328293,0.000000,19.026925,43.743683,0.071076,1,5,181349,WARRICK,1,1
126433,-1,30545,30547,5150.629441,0.000000,26.638780,43.727538,0.071076,1,5,181349,WARRICK,1,1
126435,1,30448,30417,2214.041945,0.000000,2.645652,26.997165,0.026474,1,4,181141,WARRICK,1,1
126435,-1,30417,30448,2576.804734,0.000000,3.667292,26.994786,0.026474,1,4,181141,WARRICK,1,1
126437,1,30385,30367,5043.561314,0.000000,42.792364,31.903346,0.021461,1,4,181142,WARRICK,1,1
126437,-1,30367,30385,6431.141557,0.000000,74.035041,31.738515,0.021461,1,4,181142,WARRICK,1,1
126439,1,30394,30392,3294.373256,0.000000,38.175114,31.981845,0.032217,1,4,181143,WARRICK,1,1
126439,-1,30392,30394,4667.438113,0.000000,69.614012,31.924691,0.032217,1,4,181143,WARRICK,1,1
126441,1,30551,30548,2723.634035,0.000000,103.614667,51.990120,0.176732,1,4,181351,WARRICK,1,1
126441,-1,30548,30551,2344.146353,0.000000,83.174358,51.994697,0.176732,1,4,181351,WARRICK,1,1
126443,1,30427,30428,5139.323650,0.000000,44.064973,36.879437,0.011197,1,4,181140,WARRICK,1,1
126443,-1,30428,30427,6973.060751,0.000000,76.855366,36.585306,0.011197,1,4,181140,WARRICK,1,1
126445,1,30462,30463,5994.463583,0.000000,17.504998,36.788963,0.034903,1,4,181321,WARRICK,1,1
126445,-1,30463,30462,8467.178740,0.000000,26.980099,36.171931,0.034903,1,4,181321,WARRICK,1,1
126447,1,30490,30486,4943.011039,0.000000,16.449661,33.824320,0.027027,1,5,181322,WARRICK,1,1
126447,-1,30486,30490,4296.954027,0.000000,9.448978,33.900524,0.027027,1,5,181322,WARRICK,1,1
126449,1,30488,30489,4943.011039,0.000000,16.449661,33.824319,0.054008,1,5,181322,WARRICK,1,1
126449,-1,30489,30488,4296.954027,0.000000,9.448978,33.900522,0.054008,1,5,181322,WARRICK,1,1
126451,1,30514,30408,11297.703291,0.000000,19.731215,36.835222,0.034607,2,4,181325,WARRICK,1,1
126451,-1,30408,30514,12299.522605,0.000000,30.461998,36.767346,0.034607,2,4,181325,WARRICK,1,1
126453,1,30459,30458,4627.067029,0.000000,5.236154,36.926073,0.058428,1,4,181328,WARRICK,1,1
126453,-1,30458,30459,4963.272513,0.000000,6.617846,36.902004,0.058428,1,4,181328,WARRICK,1,1
126455,1,30436,30435,1034.988367,0.000000,0.385722,28.999720,0.071384,1,5,181339,WARRICK,1,1
126455,-1,30435,30436,1099.553803,0.000000,0.876549,28.999641,0.071384,1,5,181339,WARRICK,1,1
126457,1,30470,30406,4968.690955,0.000000,6.813373,38.798056,0.200449,1,5,181330,WARRICK,1,1
126457,-1,30406,30470,5010.606545,0.000000,9.684788,38.790079,0.200449,1,5,181330,WARRICK,1,1
126459,1,30481,30478,8368.833905,0.000000,442.917139,3.062662,0.028073,2,3,181331,WARRICK,1,1
126459,-1,30478,30481,6656.298582,0.000000,454.011306,38.978670,0.028073,2,3,181331,WARRICK,1,1
126461,1,30495,30476,11415.747035,0.000000,446.163813,38.856299,0.075047,2,3,181332,WARRICK,1,1
126461,-1,30476,30495,9704.194795,0.000000,459.340679,38.919268,0.075047,2,3,181332,WARRICK,1,1
126463,1,30492,30485,4577.828073,0.000000,20.893419,33.869067,0.027027,1,5,181333,WARRICK,1,1
126463,-1,30485,30492,3926.321456,0.000000,11.499125,33.930112,0.027027,1,5,181333,WARRICK,1,1
126465,1,30502,30503,4286.217970,0.000000,15.112897,56.914167,0.180477,1,4,181312,WARRICK,1,1
126465,-1,30503,30502,4465.183220,0.000000,22.457810,56.897488,0.180477,1,4,181312,WARRICK,1,1
126467,1,30519,30520,2356.751823,0.000000,5.383924,43.988310,0.057935,1,5,181335,WARRICK,1,1
126467,-1,30520,30519,5412.826574,0.000000,8.717239,43.679073,0.057935,1,5,181335,WARRICK,1,1
126469,1,31164,31165,963.860521,0.000000,17.914247,47.999706,0.312809,1,5,181255,WARRICK,1,1
126469,-1,31165,31164,863.156853,0.000000,5.143441,47.999831,0.312809,1,5,181255,WARRICK,1,1
126471,1,31163,31161,914.110208,0.000000,17.914247,47.999763,0.156442,1,5,181256,WARRICK,1,1
126471,-1,31161,31163,814.187083,0.000000,5.143441,47.999869,0.156442,1,5,181256,WARRICK,1,1
126473,1,31048,31035,765.421692,0.000000,1.114554,47.999900,0.313588,1,5,181257,WARRICK,1,1
126473,-1,31035,31048,789.156347,0.000000,2.362093,47.999885,0.313588,1,5,181257,WARRICK,1,1
126475,1,30734,30587,1987.936054,0.000000,5.855581,48.993370,0.030970,1,5,181258,WARRICK,1,1
126475,-1,30587,30734,1879.571957,0.000000,5.634475,48.994698,0.030970,1,5,181258,WARRICK,1,1
126477,1,31124,31111,1018.773975,0.000000,3.498776,38.991431,0.026164,1,6,181259,WARRICK,1,1
126477,-1,31111,31124,663.429306,0.000000,2.162869,38.998464,0.026164,1,6,181259,WARRICK,1,1
126479,1,30921,30920,913.589172,0.000000,7.976949,48.999689,0.069224,1,5,181260,WARRICK,1,1
126479,-1,30920,30921,324.991118,0.000000,3.474276,48.999999,0.069224,1,5,181260,WARRICK,1,1
126481,1,30726,30586,2227.145366,0.000000,4.456482,48.989643,0.031660,1,5,181261,WARRICK,1,1
126481,-1,30586,30726,2143.107874,0.000000,5.483001,48.991074,0.031660,1,5,181261,WARRICK,1,1
126489,1,30731,30729,1308.094699,0.000000,2.877467,48.998767,0.077443,1,5,181264,WARRICK,1,1
126489,-1,30729,30731,1415.672861,0.000000,3.239243,48.998309,0.077443,1,5,181264,WARRICK,1,1
126503,1,30803,30802,260.673396,0.000000,1.180035,48.000000,0.125545,1,5,181266,WARRICK,1,1
126503,-1,30802,30803,616.538527,0.000000,3.956258,47.999954,0.125545,1,5,181266,WARRICK,1,1
126507,1,30997,30998,481.796408,0.000000,38.587311,47.999971,0.115187,1,5,181267,WARRICK,1,1
126507,-1,30998,30997,1076.918981,0.000000,47.669329,47.999424,0.115187,1,5,181267,WARRICK,1,1
126509,1,30983,30984,392.062234,0.000000,5.251240,47.999993,0.056996,1,5,181269,WARRICK,1,1
126509,-1,30984,30983,974.983109,0.000000,14.109267,47.999707,0.056996,1,5,181269,WARRICK,1,1
126511,1,30995,30993,974.983109,0.000000,14.109267,48.999568,0.007212,1,5,181269,WARRICK,1,1
126511,-1,30993,30995,392.062234,0.000000,5.251240,48.999987,0.007212,1,5,181269,WARRICK,1,1
126513,1,31088,31086,2329.588622,0.000000,3.482007,43.988922,0.046865,1,5,181271,WARRICK,1,1
126513,-1,31086,31088,2006.637733,0.000000,2.031044,43.993926,0.046865,1,5,181271,WARRICK,1,1
126515,1,31104,31099,370.582655,0.000000,5.146132,39.999832,0.117390,1,7,181272,WARRICK,1,1
126515,-1,31099,31104,472.284495,0.000000,5.384249,39.999564,0.117390,1,7,181272,WARRICK,1,1
126517,1,31149,31150,608.545469,0.000000,2.944491,39.998867,0.234743,1,7,181273,WARRICK,1,1
126517,-1,31150,31149,334.825018,0.000000,1.648539,39.999896,0.234743,1,7,181273,WARRICK,1,1
126519,1,31098,31033,6083.314576,0.000000,130.112245,51.976534,0.127736,2,4,181274,WARRICK,1,1
126519,-1,31033,31098,6271.528450,0.000000,183.005874,51.971565,0.127736,2,4,181274,WARRICK,1,1
126521,1,31137,31135,5632.196035,0.000000,129.621632,51.982501,0.129453,2,4,181275,WARRICK,1,1
126521,-1,31135,31137,5822.572398,0.000000,182.297100,51.978468,0.129453,2,4,181275,WARRICK,1,1
126523,1,31093,31043,6598.443408,0.000000,132.432676,46.970997,0.024983,2,4,181278,WARRICK,1,1
126523,-1,31043,31093,6337.555814,0.000000,184.270371,46.973224,0.024983,2,4,181278,WARRICK,1,1
126525,1,31065,31061,2004.293249,0.000000,5.985837,43.993846,0.033116,1,5,181279,WARRICK,1,1
126525,-1,31061,31065,2047.327841,0.000000,3.703797,43.993374,0.033116,1,5,181279,WARRICK,1,1
126527,1,31096,31092,943.826018,0.000000,0.546749,43.999703,0.067870,1,5,181280,WARRICK,1,1
126527,-1,31092,31096,1428.812430,0.000000,1.443742,43.998439,0.067870,1,5,181280,WARRICK,1,1
126529,1,31087,31060,2329.588622,0.000000,3.482007,43.988925,0.023405,1,5,181281,WARRICK,1,1
126529,-1,31060,31087,2006.637733,0.000000,2.031044,43.993931,0.023405,1,5,181281,WARRICK,1,1
126531,1,31134,31127,2373.027444,0.000000,11.557151,46.993252,0.232266,1,4,181340,WARRICK,1,1
126531,-1,31127,31134,2316.872617,0.000000,20.462991,46.993635,0.232266,1,4,181340,WARRICK,1,1
126533,1,31141,31143,5725.625016,0.000000,83.129476,12.561773,0.158943,2,4,181284,WARRICK,1,1
126533,-1,31143,31141,5860.591959,0.000000,101.951679,51.980505,0.158943,2,4,181284,WARRICK,1,1
126535,1,31208,31209,917.330441,0.000000,28.785988,42.999760,0.078975,1,5,181286,WARRICK,1,1
126535,-1,31209,31208,769.834681,0.000000,29.549862,42.999873,0.078975,1,5,181286,WARRICK,1,1
126539,1,31186,31179,528.656697,0.000000,17.871879,47.999969,0.100539,1,5,181288,WARRICK,1,1
126539,-1,31179,31186,422.580328,0.000000,1.907896,47.999986,0.100539,1,5,181288,WARRICK,1,1
126541,1,31484,31481,5406.799061,0.000000,348.724536,50.990898,0.061777,2,3,181151,SPENCER,1,1
126541,-1,31481,31484,4594.698061,0.000000,382.196416,50.994473,0.061777,2,3,181151,SPENCER,1,1
126543,1,32216,32215,61.326287,0.000000,0.000000,39.000000,0.269833,1,6,181157,SPENCER,1,1
126543,-1,32215,32216,63.587990,0.000000,0.000000,39.000000,0.269833,1,6,181157,SPENCER,1,1
126545,1,32205,32201,6619.542140,0.000000,356.135262,50.702606,0.203687,1,3,181357,SPENCER,1,1
126545,-1,32201,32205,6487.453273,0.000000,389.428558,50.710835,0.203687,1,3,181357,SPENCER,1,1
126547,1,31950,31248,4455.772496,0.000000,278.594587,51.912930,0.092970,1,4,181152,SPENCER,1,1
126547,-1,31248,31950,4297.147828,0.000000,250.609564,51.927264,0.092970,1,4,181152,SPENCER,1,1
126549,1,31943,31939,962.210473,0.000000,8.033310,42.999763,0.203700,1,5,181150,SPENCER,1,1
126549,-1,31939,31943,953.044944,0.000000,8.620642,42.999772,0.203700,1,5,181150,SPENCER,1,1
126551,1,31488,31485,528.202939,0.000000,3.090857,42.999977,0.201911,1,5,181146,SPENCER,1,1
126551,-1,31485,31488,520.119360,0.000000,2.449831,42.999982,0.201911,1,5,181146,SPENCER,1,1
126553,1,31945,31937,4945.423049,0.000000,292.882335,41.896267,0.327054,1,4,181148,SPENCER,1,1
126553,-1,31937,31945,5286.837279,0.000000,260.191452,41.875580,0.327054,1,4,181148,SPENCER,1,1
126555,1,32222,32221,328.243897,0.000000,1.331650,38.999956,0.200887,1,7,181367,SPENCER,1,1
126555,-1,32221,32222,184.344635,0.000000,2.432846,38.999998,0.200887,1,7,181367,SPENCER,1,1
126557,1,32260,32257,1746.602491,0.000000,16.813117,42.997396,0.017726,1,5,181149,SPENCER,1,1
126557,-1,32257,32260,2240.637748,0.000000,12.299557,42.993210,0.017726,1,5,181149,SPENCER,1,1
126569,1,31503,31436,391.019261,0.000000,1.815099,42.999993,0.061590,1,5,181355,SPENCER,1,1
126569,-1,31436,31503,333.954352,0.000000,0.557564,42.999997,0.061590,1,5,181355,SPENCER,1,1
126571,1,31535,31435,134.879574,0.000000,0.065722,43.000002,0.079109,1,5,181358,SPENCER,1,1
126571,-1,31435,31535,188.361093,0.000000,0.507813,43.000002,0.079109,1,5,181358,SPENCER,1,1
126573,1,31517,31434,199.579198,0.000000,0.235889,42.999998,0.015785,1,5,181359,SPENCER,1,1
126573,-1,31434,31517,257.426391,0.000000,1.498096,42.999998,0.015785,1,5,181359,SPENCER,1,1
126575,1,31496,31494,456.269171,0.000000,16.690690,42.999984,0.011871,1,5,181154,SPENCER,1,1
126575,-1,31494,31496,1290.446048,0.000000,4.595909,42.999263,0.011871,1,5,181154,SPENCER,1,1
126577,1,31513,31512,418.001415,0.000000,16.799767,42.999990,0.189489,1,5,181360,SPENCER,1,1
126577,-1,31512,31513,442.973815,0.000000,7.429475,42.999990,0.189489,1,5,181360,SPENCER,1,1
126579,1,31545,31543,290.629588,0.000000,0.886755,38.999972,0.191038,1,7,181361,SPENCER,1,1
126579,-1,31543,31545,205.953228,0.000000,2.306111,38.999992,0.191038,1,7,181361,SPENCER,1,1
126581,1,31542,31546,327.871408,0.000000,0.886755,38.999957,0.191030,1,7,181344,SPENCER,1,1
126581,-1,31546,31542,243.190967,0.000000,2.306111,38.999984,0.191030,1,7,181344,SPENCER,1,1
126583,1,31946,31571,4423.567526,0.000000,293.508616,41.929485,0.163463,1,4,181148,SPENCER,1,1
126583,-1,31571,31946,4710.768203,0.000000,261.828361,41.917129,0.163463,1,4,181148,SPENCER,1,1
126631,1,32248,32247,755.552074,0.000000,33.743789,42.999874,0.078846,1,5,181157,SPENCER,1,1
126631,-1,32247,32248,742.761448,0.000000,23.372165,42.999895,0.078846,1,5,181157,SPENCER,1,1
126633,1,32304,32302,346.354689,0.000000,1.331650,38.999944,0.248524,1,7,181369,SPENCER,1,1
126633,-1,32302,32304,199.289474,0.000000,2.432846,38.999993,0.248524,1,7,181369,SPENCER,1,1
126635,1,32281,32276,844.102924,0.000000,52.883982,43.996285,0.055658,1,7,181155,SPENCER,1,1
126635,-1,32276,32281,836.738909,0.000000,43.113033,43.996730,0.055658,1,7,181155,SPENCER,1,1
126637,1,32232,32188,60.448634,0.000000,0.000000,38.999997,0.270851,1,6,181362,SPENCER,1,1
126637,-1,32188,32232,62.709786,0.000000,0.000000,38.999997,0.270851,1,6,181362,SPENCER,1,1
126639,1,32550,32543,882.872822,0.000000,10.251180,47.999808,0.249939,1,5,181289,WARRICK,1,1
126639,-1,32543,32550,834.144273,0.000000,10.254407,47.999844,0.249939,1,5,181289,WARRICK,1,1
126641,1,32473,32469,529.779823,0.000000,2.211473,47.999976,0.321417,1,5,181290,WARRICK,1,1
126641,-1,32469,32473,644.027166,0.000000,2.470477,47.999951,0.321417,1,5,181290,WARRICK,1,1
126643,1,32327,32328,268.501350,0.000000,12.651057,47.999997,0.720587,1,5,181291,WARRICK,1,1
126643,-1,32328,32327,276.974897,0.000000,12.589738,47.999997,0.720587,1,5,181291,WARRICK,1,1
126645,1,32545,32546,971.944731,0.000000,10.251180,47.999715,0.125014,1,5,181292,WARRICK,1,1
126645,-1,32546,32545,918.891663,0.000000,10.282912,47.999775,0.125014,1,5,181292,WARRICK,1,1
126647,1,32447,32445,439.686020,0.000000,2.200415,38.999857,0.018645,1,7,181293,WARRICK,1,1
126647,-1,32445,32447,471.010087,0.000000,1.024902,38.999814,0.018645,1,7,181293,WARRICK,1,1
126649,1,32414,32415,667.271139,0.000000,0.000000,47.999940,0.202770,1,5,181299,WARRICK,1,1
126649,-1,32415,32414,770.203734,0.000000,0.972631,47.999895,0.202770,1,5,181299,WARRICK,1,1
126651,1,32411,32404,1276.978212,0.000000,3.328697,39.978478,0.072881,1,7,181295,WARRICK,1,1
126651,-1,32404,32411,730.384470,0.000000,2.688453,39.997669,0.072881,1,7,181295,WARRICK,1,1
126653,1,32391,32386,920.698288,0.000000,0.644004,43.999729,0.249764,1,5,181342,WARRICK,1,1
126653,-1,32386,32391,781.838571,0.000000,1.129514,43.999860,0.249764,1,5,181342,WARRICK,1,1
126655,1,32343,32344,681.287750,0.000000,1.043438,48.999909,0.081755,1,5,181297,WARRICK,1,1
126655,-1,32344,32343,1332.581799,0.000000,1.925883,48.998680,0.081755,1,5,181297,WARRICK,1,1
126657,1,32401,32345,1973.780191,0.000000,34.058780,48.992631,0.123004,1,5,181298,WARRICK,1,1
126657,-1,32345,32401,1912.269517,0.000000,34.189666,48.993469,0.123004,1,5,181298,WARRICK,1,1
126659,1,32337,32338,667.271139,0.000000,0.000000,47.999946,0.202769,1,5,181294,WARRICK,1,1
126659,-1,32338,32337,770.203734,0.000000,0.972631,47.999901,0.202769,1,5,181294,WARRICK,1,1
126661,1,32398,32346,781.838571,0.000000,1.129514,31.999948,0.023627,1,4,181300,WARRICK,1,1
126661,-1,32346,32398,920.698288,0.000000,0.644004,31.999900,0.023627,1,4,181300,WARRICK,1,1
126663,1,32394,32347,2380.865643,0.000000,38.580154,48.984556,0.123156,1,5,181304,WARRICK,1,1
126663,-1,32347,32394,2309.956142,0.000000,39.593120,48.986196,0.123156,1,5,181304,WARRICK,1,1
126665,1,32378,32374,7177.055078,0.000000,137.871674,6.342679,0.062341,2,3,181305,WARRICK,1,1
126667,1,32381,32379,1236.789190,0.000000,1.070401,31.999673,0.027707,1,4,181306,WARRICK,1,1
126667,-1,32379,32381,1885.232203,0.000000,1.952958,31.998235,0.027707,1,4,181306,WARRICK,1,1
126669,1,32427,32426,236.729307,0.000000,2.434821,47.999999,0.095595,1,5,181308,WARRICK,1,1
126669,-1,32426,32427,469.676222,0.000000,7.554387,47.999984,0.095595,1,5,181308,WARRICK,1,1
126671,1,32423,32418,1840.366781,0.000000,34.381496,48.994361,0.245865,1,5,181293,WARRICK,1,1
126671,-1,32418,32423,1778.383005,0.000000,34.189666,48.995059,0.245865,1,5,181293,WARRICK,1,1
126673,1,32465,32466,749.163376,0.000000,28.785988,47.999869,0.201870,1,5,181240,PIKE,1,1
126673,-1,32466,32465,603.427064,0.000000,29.549862,47.999943,0.201870,1,5,181240,PIKE,1,1
